,Domain_Name,Org_Number,Company,Reg_Date,Website
1739,vestbo.no,988792233,SAMEIET ROSENBERSGATEN 28,2005-11-22,vestbo.no
1740,vestbo.no,984902743,SAMEIET SANDVIKEN BRYGGE,2002-10-07,vestbo.no
1741,vestbo.no,914763967,SAMEIET SANDVIKEN SJØFRONT,2015-01-13,vestbo.no
1742,vestbo.no,995807351,SAMEIET SIVLES GATE 8,2010-08-26,vestbo.no
1743,vestbo.no,994033530,SAMEIET SLEMBE TERRASSE,2009-05-05,vestbo.no
1744,vestbo.no,986180141,SAMEIET SLETTEBAKKSVEIEN 80,2003-11-15,vestbo.no
1745,vestbo.no,816884462,SAMEIET SOLSIDEN GEILO 1,2016-05-21,vestbo.no
1746,vestbo.no,993483265,SAMEIET STEINSVIKKROKEN TERASSE,2009-01-27,vestbo.no
1747,vestbo.no,917505306,SAMEIET STEPHANSENS VEG 50-64,2017-03-21,vestbo.no
1748,vestbo.no,914562724,SAMEIET STRANDGATEN 190,2014-12-03,vestbo.no
1749,vestbo.no,980363503,SAMEIET STRANDGATEN 199/203,1998-12-21,vestbo.no
1750,vestbo.no,992011580,SAMEIET STRANDGATEN 201,2007-12-19,vestbo.no
1751,vestbo.no,925003115,SAMEIET SVANEVIKSVEIEN 55-61,2020-07-20,vestbo.no
1752,vestbo.no,927080389,SAMEIET SYDNESHAUGEN 19,2021-05-07,vestbo.no
1753,vestbo.no,920070035,SAMEIET SÆDALEN 2,2017-12-14,vestbo.no
1754,vestbo.no,922573344,SAMEIET SØREIDE SENTRUM,2019-04-12,vestbo.no
1755,vestbo.no,912184633,SAMEIET TRAPEZ,2013-07-06,vestbo.no
1756,vestbo.no,995880628,SAMEIET TØRRFISKKATEDRALEN - MAASESKJÆRET 8,2010-09-20,vestbo.no
1757,vestbo.no,987780460,SAMEIET ULSET TERRASSE,2005-02-09,vestbo.no
1758,vestbo.no,912473880,SAMEIET ULSETHAGEN,2013-09-21,vestbo.no
1759,vestbo.no,911987104,SAMEIET UTSIKTEN 2 APELTUNHAUGENE,2013-05-27,vestbo.no
1760,vestbo.no,926913727,SAMEIET VESTLUNDEN 24 D,2021-04-26,vestbo.no
1761,vestbo.no,927058294,SAMEIET VESTLUNDEN 24 E,2021-08-04,vestbo.no
1762,vestbo.no,921723334,SAMEIET VESTLUNDEN 24A,2018-11-14,vestbo.no
1763,vestbo.no,821682282,SAMEIET VESTLUNDEN 24B,2018-11-07,vestbo.no
1764,vestbo.no,921864035,SAMEIET VESTLUNDEN 24C,2018-12-11,vestbo.no
1765,vestbo.no,927502291,SAMEIET VESTLUNDEN 24F,2021-08-04,vestbo.no
1766,vestbo.no,917006717,SAMEIET VESTVENDT,2016-04-12,vestbo.no
1767,vestbo.no,923661115,SAMEIET VILLA ÅSTVEDT,2019-10-22,vestbo.no
1768,vestbo.no,827515752,SAMEIET WERGELAND HAGEBY,2021-08-09,vestbo.no
1769,vestbo.no,918901191,SAMEIET YTREBYGDSVEIEN 68-70,2017-04-27,vestbo.no
1770,vestbo.no,816608112,SAMEIET ØYSTEINS GATE 14,2016-01-22,vestbo.no
1771,vestbo.no,988421316,SAMEIET ÅMUNDSLIA III,2005-09-08,vestbo.no
1772,vestbo.no,912603016,SAMEIET ÅSTUNET STORD,2013-10-21,vestbo.no
1773,vestbo.no,983957218,SAMEIGE NEDRE HAGEBY,2002-03-19,vestbo.no
1774,vestbo.no,920988873,SAMEIGE OLVIKSVINGEN,2018-06-12,vestbo.no
1775,vestbo.no,992915870,SAMEIGET HAMNEGATA TERRASSE,2008-08-16,vestbo.no
1776,vestbo.no,981183517,SANDALSKOLLEN BORETTSLAG,1999-12-09,vestbo.no
1777,vestbo.no,953205882,SANDVIKSVEIEN BORETTSLAG,1995-02-19,vestbo.no
1778,vestbo.no,992695560,SEKSJONSSAMEIET APELTUNHAUGENE 189-191,2008-06-23,vestbo.no
1779,vestbo.no,988827428,SEKSJONSSAMEIET HAMNEGATA 56-58,2006-02-08,vestbo.no
1780,vestbo.no,981214021,SEKSJONSSAMEIET LØNBORGÅSEN,2000-06-26,vestbo.no
1781,vestbo.no,981213823,SEKSJONSSAMEIET MORVIK TERRASSE,2000-08-29,vestbo.no
1782,vestbo.no,983997376,SEKSJONSSAMEIET MAASESKJÆRET,2003-03-22,vestbo.no
1783,vestbo.no,989082787,SEKSJONSSAMEIET NYGÅRDSGATEN 74,2006-01-17,vestbo.no
1784,vestbo.no,888664122,SEKSJONSSAMEIET SKJOLDHØYDEN TERRASSE,2005-09-24,vestbo.no
1785,vestbo.no,991608656,SEKSJONSSAMEIET STRANDGATEN 207,2007-08-30,vestbo.no
1786,vestbo.no,956192137,SELJELIA SA,1995-02-19,vestbo.no
1787,vestbo.no,994002694,SENTERPARKEN BORETTSLAG,2009-05-05,vestbo.no
1788,vestbo.no,933064883,SIVLESGATE 14 AS,1995-02-19,vestbo.no
1789,vestbo.no,953206676,SKINSTØ BORETTSLAG,1995-02-19,vestbo.no
1790,vestbo.no,817277152,SKRANEHAUGEN BORETTSLAG,2016-06-07,vestbo.no
1791,vestbo.no,930552534,SLETTEBAKKSVEIEN 100 AS,1995-02-19,vestbo.no
1792,vestbo.no,992844841,SLOTTSGAARDEN BORETTSLAG,2008-07-08,vestbo.no
1793,vestbo.no,992683481,SOLHAMMAREN BORETTSLAG,2008-05-24,vestbo.no
1794,vestbo.no,950580712,SOLLIA BORETTSLAG,1995-02-19,vestbo.no
1795,vestbo.no,891419872,SOLPLASSEN BORETTSLAG LONEVÅG,2007-08-11,vestbo.no
1796,vestbo.no,947174290,SOPHUS PIHLS GATE BORETTSLAG,1995-02-19,vestbo.no
1797,vestbo.no,979136080,STABBURSHAUGEN BORETTSLAG,1997-08-14,vestbo.no
1798,vestbo.no,993842257,STEINSVIKLUNDEN SAMEIE,2009-04-22,vestbo.no
1799,vestbo.no,977154715,STIFTELSEN FRIDALEN SENIORBOLIGER,1997-03-17,vestbo.no
1800,vestbo.no,979214502,STIFTELSEN HAVNAHUSET BU- OG SERVICESENTER,1997-09-15,vestbo.no
1801,vestbo.no,986651489,STORAVATNET BURETTSLAG,2004-04-06,vestbo.no
1802,vestbo.no,953881489,STRAND BORETTSLAG,1995-03-12,vestbo.no
1803,vestbo.no,933070573,STRANDEN BOLIGLAG AS,1995-02-19,vestbo.no
1804,vestbo.no,989454609,STRANDGATEN 201 BRL,2006-02-16,vestbo.no
1805,vestbo.no,913047869,STRØMME GÅRD UTBYGGING AS,2014-01-09,vestbo.no
1806,vestbo.no,986095454,STØLEN BORETTSLAG,2003-10-08,vestbo.no
1807,vestbo.no,954076237,STØLSHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1808,vestbo.no,986935614,SÆDALSHAUGEN HUSEIERLAG SA,2004-09-06,vestbo.no
1809,vestbo.no,953883422,SÆLEMYR BORETTSLAG,1995-02-19,vestbo.no
1810,vestbo.no,946658413,Sælensminde Borettslag,1995-02-19,vestbo.no
1811,vestbo.no,948668041,SÆVARHAGEN BORETTSLAG,1995-02-19,vestbo.no
1812,vestbo.no,930437913,SØNDRE FLØENMARKEN SAMEIE,2008-12-01,vestbo.no
1813,vestbo.no,922947430,TEINEVIKJO SAMEIGE,2019-07-12,vestbo.no
1814,vestbo.no,930422800,TERNEVEIEN BOLIGLAG AS,1995-02-19,vestbo.no
1815,vestbo.no,930950262,TJENESTEMANNSBOLIGLAGET FOR HORDALAND AS,1995-03-12,vestbo.no
1816,vestbo.no,863267102,TOLLBODALMENNING 37 BORETTSLAG,1995-02-19,vestbo.no
1817,vestbo.no,981305124,TORGHUSET BORETTSLAG,2000-01-04,vestbo.no
1818,vestbo.no,956285224,TRODLAHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1819,vestbo.no,975950743,TROÅSLIA BORETTSLAG 8,1995-12-18,vestbo.no
1820,vestbo.no,950953713,TROÅSLIA BORETTSLAG I,1995-02-19,vestbo.no
1821,vestbo.no,950953624,TROÅSLIA BORETTSLAG II,1995-02-19,vestbo.no
1822,vestbo.no,948668130,TRUDVANG BURETTSLAG,1995-02-19,vestbo.no
1823,vestbo.no,968274783,TUNET BURETTSLAG,1995-02-20,vestbo.no
1824,vestbo.no,950577215,TØRRESHAUGEN BURETTSLAG,1995-02-19,vestbo.no
1825,vestbo.no,988224545,ULSETMARKEN SAMEIE,2005-05-31,vestbo.no
1826,vestbo.no,996693376,USTAOSET APPARTEMENT,2011-04-08,vestbo.no
1827,vestbo.no,954641228,VESTBO EIENDOM AS,1995-02-19,vestbo.no
1828,vestbo.no,937595409,VESTBO EIENDOMSFORVALTNING AS,1995-02-19,vestbo.no
1829,vestbo.no,999249809,VESTBO GARANTI HOLDING AS,2012-12-10,vestbo.no
1830,vestbo.no,999262309,VESTBO GARANTI LANDÅS AS,2012-12-12,vestbo.no
1831,vestbo.no,954758877,VILHELM BJERKNESVEI BORETTSLAG,1995-02-19,vestbo.no
1832,vestbo.no,947880497,VILHELM BJERKNESVEI NR 14 BORETTSLAG,1995-03-12,vestbo.no
1833,vestbo.no,948668319,VOLLEN BORETTSLAG,1995-02-19,vestbo.no
1834,vestbo.no,956819431,VON DER OHESVEI 4 BORETTSLAG,1995-02-19,vestbo.no
1835,vestbo.no,954430049,VÅKLEIVÅSEN BORETTSLAG,1995-02-19,vestbo.no
1836,vestbo.no,956821223,WELHAVENSGATE 41 BORETTSLAG,1995-02-19,vestbo.no
1837,vestbo.no,953174111,ØRNABERG BORETTSLAG,1995-02-19,vestbo.no
1838,vestbo.no,930163244,ØVRE FRYDENLUND BOLIGLAG AS,1995-02-19,vestbo.no
1839,vestbo.no,993465127,ØVRE VÅKLEIVÅSEN BORETTSLAG,2008-12-24,vestbo.no
1840,vestbo.no,948951096,ÅDLAND BORETTSLAG,1995-02-19,vestbo.no
1841,vestbo.no,951623768,ÅDLANDSTUNET BORETTSLAG,1995-03-12,vestbo.no
1842,vestbo.no,948882361,ÅSTVEDTVÅGEN BORETTSLAG,1995-03-12,vestbo.no
1843,vestbo.no,951658502,BEKKJARVIKVEIEN BORETTSLAG,1995-02-19,vestbo.no
1844,vestbo.no,879906482,BJELLAND BURETTSLAG,1998-06-30,vestbo.no
1845,vestbo.no,993124966,BOLIGSAMEIET FOLLDALSHEIA SØR,2008-11-04,vestbo.no
1846,vestbo.no,988534633,BORETTSLAGET KRINGSJÅVEIEN 8,2005-09-22,vestbo.no
1847,vestbo.no,941668011,BORETTSLAGET VESTLIEN TERRASSE,1995-02-19,vestbo.no
1848,vestbo.no,915113842,BRENNHAUGEN BORETTSLAG 2,2015-03-16,vestbo.no
1849,vestbo.no,984058268,EIERSEKSJONSSAMEIET JÆGERS BRYGGE,2002-01-26,vestbo.no
1850,vestbo.no,916569939,EIERSEKSJONSSAMEIET LØYPETONA II,2016-01-21,vestbo.no
1851,vestbo.no,953938367,FREDLUNDVEIEN BORETTSLAG,1995-02-19,vestbo.no
1852,vestbo.no,957306861,HANS HAUGESGATE 25 BORETTSLAG,1995-02-19,vestbo.no
1853,vestbo.no,956818826,JENS ROLFSENSGATE 3 BORETTSLAG,1995-02-19,vestbo.no
1854,vestbo.no,988398047,LUDEN BOLIG AS,2005-06-29,vestbo.no
1855,vestbo.no,992683007,LØVÅSHAGEN BORETTSLAG,2008-05-31,vestbo.no
1856,vestbo.no,950577304,NESLIA BORETTSLAG I,1995-02-19,vestbo.no
1857,vestbo.no,913945700,SAMEIET CARL KONOWS GATE 36,2014-08-13,vestbo.no
1858,vestbo.no,927779463,SAMEIET CASPARKOLLEN,2021-09-30,vestbo.no
1859,vestbo.no,925611220,SAMEIET KNAPPENTOPPEN 4,2020-09-09,vestbo.no
1860,vestbo.no,971348313,SAMEIET KOLSTIEN 3 X,1995-03-12,vestbo.no
1861,vestbo.no,984377630,SAMEIET LØNBORG TERRASSE,2002-04-20,vestbo.no
1862,vestbo.no,989072552,SKIVEBAKKEN BORETTSLAG,2005-12-29,vestbo.no
1863,vestbo.no,940803713,STIFTELSEN SJØFARENDES ALDERSHJEM,1995-02-19,vestbo.no
1864,vestbo.no,930558931,SØNDRE ERLEVEIEN BOLIGLAG AS,1995-02-19,vestbo.no
1865,vestbo.no,925216046,TORVMYRA 3,2020-07-07,vestbo.no
1866,vestbo.no,953607786,VESTLUND BORETTSLAG,1995-02-19,vestbo.no
1867,vestbo.no,955148363,VESTRE BØNES BORETTSLAG,1995-02-19,vestbo.no
1868,vestbo.no,930595489,WELHAVENSGATE BOLIGLAG AS,1995-02-19,vestbo.no
1869,vestbo.no,992547170,ZBO GRANE BORETTSLAG,2008-04-21,vestbo.no
1870,vestbo.no,956629411,ÅSEN BORETTSLAG,1995-02-19,vestbo.no
1871,vestbo.no,941667139,BORETTSLAGET FJELLHEIM,1995-02-19,vestbo.no
1872,vestbo.no,956384389,BORETTSLAGET NORDAHL ROLFSENSVEI 7-9,1995-02-19,vestbo.no
1873,vestbo.no,983443559,BORETTSLAGET NYKIRKEALMENNING 23,2001-06-19,vestbo.no
1874,vestbo.no,989910353,BORETTSLAGET SIGURDS GATE 28,2006-06-17,vestbo.no
1875,vestbo.no,945885882,BORETTSLAGET SIGURDSGT 17-19,1995-02-19,vestbo.no
1876,vestbo.no,950721197,BORETTSLAGET STRANDGATEN 208,1995-02-19,vestbo.no
1877,vestbo.no,980706877,EIERSEKSJONSSAMEIET STRANDGATEN 193/C SUNDTSGATE 38,1999-07-13,vestbo.no
1878,vestbo.no,941667872,EIKEDALEN BORETTSLAG,1995-02-19,vestbo.no
1879,vestbo.no,951797308,FAGERLIEN BORETTSLAG,1995-02-19,vestbo.no
1880,vestbo.no,823441312,FREDLUNDVEIEN BOLIGSAMEIE,2019-09-23,vestbo.no
1881,vestbo.no,985648654,GULLSTØLSBOTN SAMEIE II,2006-04-01,vestbo.no
1882,vestbo.no,948951274,HADLABREKKO BORETTSLAG,1995-02-19,vestbo.no
1883,vestbo.no,954343626,HASSELBAKKEN BORETTSLAG,1995-02-19,vestbo.no
1884,vestbo.no,986697810,HAVN BURETTSLAG,2004-04-19,vestbo.no
1885,vestbo.no,957113281,KYRKJEGATA BORETTSLAG,1995-02-19,vestbo.no
1886,vestbo.no,946291390,Kyrkjestien Borettslag,1995-02-19,vestbo.no
1887,vestbo.no,955352084,LANDÅSTORGET SERVICEBOLIGER BORETTSLAG,1995-02-19,vestbo.no
1888,vestbo.no,988310565,LERKERINDEN BORETTSLAG,2005-06-15,vestbo.no
1889,vestbo.no,990629668,LØBERGSVEIEN 47 C BRL,2006-12-22,vestbo.no
1890,vestbo.no,956819253,MAGNUS BARFOTSGATE 23 BORETTSLAG,1995-02-19,vestbo.no
1891,vestbo.no,948667991,MOSAHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1892,vestbo.no,989042181,MØBELSNEKKERNES BORETTSLAG,2005-12-13,vestbo.no
1893,vestbo.no,986503935,NAUSTHAUGEN BORETTSLAG,2004-02-19,vestbo.no
1894,vestbo.no,956392101,NY-LANDÅS BORETTSLAG AVD G,1995-02-19,vestbo.no
1895,vestbo.no,990736065,NØSTEGATEN 81 BORETTSLAG,2007-01-16,vestbo.no
1896,vestbo.no,946293156,Olderhaugen Borettslag,1995-02-19,vestbo.no
1897,vestbo.no,950278730,ORREHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1898,vestbo.no,945827165,RAUNANE BORETTSLAG,1995-02-19,vestbo.no
1899,vestbo.no,952815563,ROGNLIA BORETTSLAG,1995-02-19,vestbo.no
1900,vestbo.no,915009948,SAMEIET ALLEGATEN 27,2015-03-02,vestbo.no
1901,vestbo.no,925981648,SAMEIET ALLÈGATEN 34,2020-12-21,vestbo.no
1902,vestbo.no,982692717,SAMEIET C SUNDTSGATE 56,2000-12-22,vestbo.no
1903,vestbo.no,921047207,SAMEIET FURERINDEN 2,2018-06-22,vestbo.no
1904,vestbo.no,920137598,SAMEIET HORDASMIBAKKEN,2017-12-18,vestbo.no
1905,vestbo.no,892061092,SAMEIET LILLETVEDT,2008-01-09,vestbo.no
1906,vestbo.no,983404375,SAMEIET MADAM FELLE,2001-06-12,vestbo.no
1907,vestbo.no,994217585,SAMEIET MAURSETH FJELLANDSBY,2009-06-27,vestbo.no
1908,vestbo.no,986768459,SAMEIET MONRAD MJELDESVEI 7,2004-05-10,vestbo.no
1909,vestbo.no,998493986,SAMEIET NATTLANDSVEIEN 84,2013-01-21,vestbo.no
1910,vestbo.no,981394348,SAMEIET NEDRE NYGÅRD TERRASSE,2000-07-11,vestbo.no
1911,vestbo.no,927808722,SAMEIET SKANSEMYRSVEIEN 4,2021-09-25,vestbo.no
1912,vestbo.no,919033134,SAMEIET SÆDALSTUNET,2017-05-22,vestbo.no
1913,vestbo.no,913769015,SAMEIET TRIKKESLØYFEN,2014-07-22,vestbo.no
1914,vestbo.no,886723652,SAMEIET ULSETLUNDEN,2004-05-04,vestbo.no
1915,vestbo.no,998385679,SAMEIET ZBO NATTLAND,2012-06-21,vestbo.no
1916,vestbo.no,988549274,SEKSJONSSAMEIET HEIEN 25,2005-09-13,vestbo.no
1917,vestbo.no,983552773,SEKSJONSSAMEIET NYKIRKEALMENNING 23/STRANDGATEN 200,2003-02-10,vestbo.no
1918,vestbo.no,981413830,SEKSJONSSAMEIET ROGNETUNET,2000-01-06,vestbo.no
1919,vestbo.no,822573932,TONA-TUNET SAMEIE,2019-04-02,vestbo.no
1920,vestbo.no,953608103,TRAUDALEN BORETTSLAG,1995-02-19,vestbo.no
1921,vestbo.no,950576898,TROÅSLIA BORETTSLAG IV,1995-02-19,vestbo.no
1922,vestbo.no,948668696,VASSNESET BORETTSLAG,1995-02-19,vestbo.no
1923,vestbo.no,999564321,VESTBO FINANS AS,2013-01-29,vestbo.no
1924,vestbo.no,956821401,ØVRE BLEKEVEI 18 B BORETTSLAG,1995-02-19,vestbo.no
1925,vestbo.no,948951185,ÅSMYRO BORETTSLAG,1995-02-19,vestbo.no
1926,vestbo.no,921880073,BEKKEVEIEN SAMEIE,2018-12-13,vestbo.no
1927,vestbo.no,933009181,BOLIGLAGET NORDAHL ROLFSENSV 1-3-5 AS,1995-02-19,vestbo.no
1928,vestbo.no,988935506,BORETTSLAGET LEIKVANGVEIEN 36-40,2005-11-21,vestbo.no
1929,vestbo.no,989894366,BORETTSLAGET MARKEVEIEN 4 A,2006-06-26,vestbo.no
1930,vestbo.no,998333970,GOLFTUN UTBYGGING AS,2012-05-31,vestbo.no
1931,vestbo.no,953882639,HAMRELIEN BORETTSLAG,1995-02-19,vestbo.no
1932,vestbo.no,951594407,HESJAHOLTEN BORETTSLAG,1995-02-19,vestbo.no
1933,vestbo.no,971142316,LAMBHUSDALEN BORETTSLAG,1995-02-20,vestbo.no
1934,vestbo.no,929846192,LERKEVEIEN BOLIGLAG AS,1995-02-19,vestbo.no
1935,vestbo.no,927779617,SAMEIET LONSÅSEN,2021-09-21,vestbo.no
1936,vestbo.no,989061410,SAMEIET SKARVETUNET,2007-06-05,vestbo.no
1937,vestbo.no,982518350,SÆBØHAUGEN BURETTSLAG,2000-11-17,vestbo.no
1938,vestbo.no,933077497,VESTBOHUS BOLIGLAG AS,1995-02-19,vestbo.no
1939,vestbo.no,953607875,ØVRE KLEPPE BORETTSLAG,1995-02-19,vestbo.no
1940,vestbo.no,964483205,ØVREGATEN 9 BORETTSLAG,2006-12-14,vestbo.no
1941,vestbo.no,962087590,SØSTERHEIMEN BORETTSLAG,1995-02-20,vestbo.no
1942,vestbo.no,983767028,SAMEIET HELLEFJELLET TERRASSE,2001-11-15,vestbo.no
1943,vestbo.no,879317312,STØLSLIA BURETTSLAG,1997-10-14,vestbo.no
1944,vestbo.no,853969672,ØVRE MORVIK SA,1995-02-19,vestbo.no
1945,vestbo.no,928223191,SAMEIET SOLTAKET 1,2021-11-25,vestbo.no
1957,vesthelse.no,995026201,BB-O FYSIOTERAPI Bjarne Bakke-Olsen,2010-01-20,vesthelse.no
1958,vesthelse.no,971491604,KIROPRAKTOR ARNDT JAHR GRØNSTVEDT,1995-02-20,vesthelse.no
1959,vesthelse.no,994267183,VEST HELSE OG TRENING AS,2009-06-29,vesthelse.no
1960,vesthelse.no,911851210,JOHANNA LARSÈN AS,2013-04-22,vesthelse.no
1962,vestlandoffshore.no,925117498,VESTLAND REGNSKAP AS,2020-06-03,vestlandoffshore.no
1963,vestlandoffshore.no,993945757,VESTLAND MANAGEMENT AS,2009-04-06,vestlandoffshore.no
1973,vestvatn.no,971395354,MISVÆR IDRETTSLAG,1995-02-20,vestvatn.no
1974,vestvatn.no,921442688,VESTVATN AS,2018-09-24,vestvatn.no
1980,vetnett.no,966251808,DEN NORSKE VETERINÆRFORENING,1999-09-14,vetnett.no
1981,vetnett.no,977140390,DEN NORSKE VETERINÆRFORENINGS FAGLIGE VITENSKAPELIGE FOND,1997-02-24,vetnett.no
1982,vetnett.no,977140277,DEN NORSKE VETERINÆRFORENINGS HUMANITÆRE FOND,1997-02-24,vetnett.no
1983,vetnett.no,811641642,VESTENFJELDSKE VETERINÆRFORENING,2013-03-04,vetnett.no
